Unidade;UF;Edital;Ordem;Atividade;Data;Pagina_PDF;Fonte_PDF
DSEI Rio Tapajós;PA;71/2025;14;Convocação para realização do Exame Médico Ocupacional;18/11 e 19/11;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Rio Tapajós;PA;71/2025;15;Data prevista para admissão;21/11/2025;1;https://agenciasus.org.br/shared-files/19094/?ANEXOS-DSEI-RIO-TAPAJOS-1.pdf
DSEI Alto Rio Juruá;AC;79/2025;1;Publicação do Edital;27/10/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;2;Impugnação do Edital;28/10, 29/10 e 30/10;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;31/10/2025 a 10/11/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;4;Análise Curricular;11/11/2025 a 14/11/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;5;Resultado Preliminar da Análise Curricular e Abertura do prazo de recurso;17/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;6;Análise dos recursos;18/11 a 19/11;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;7;Resultado Final da Avaliação Curricular e convocação para a Entrevista;21/11/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;8;Entrevistas;24/11, 25/11 e 26/11;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;9;Resultado Preliminar da Entrevista e abertura do prazo para recursos;27/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;10;Análise e resposta aos recursos;28/11/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;11;Resultado final da Entrevista;01/12/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;12;Resultado final do Processo Seletivo;02/12/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;13;Data prevista para convocação para realização do Exame Médico Ocupacional;03 e 04/12;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Alto Rio Juruá;AC;79/2025;14;Data prevista para admissão;08/12/2025;1;https://agenciasus.org.br/shared-files/19271/?ANEXOS_DSEI-ALTO-RIO-JURUA.pdf
DSEI Guamá-Tocantins;PA;88/2025;1;Publicação do Edital;30/10/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;2;Impugnação ao Edital;31/10/2025 a 02/11/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;03/11/2025 a 11/11/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;4;Análise Curricular;12/11/2025 a 17/11/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;5;Resultado Preliminar da Análise Curricular;18/11/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;19/11/2025 e 21/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;7;Análise e resposta aos recursos;24/11/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;8;Resultado Final da Avaliação Curricular e Convocação para a Entrevista;25/11/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;9;Entrevistas;26/11/2025 a 28/11/2025 e 01/12/2025 a 04/12/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;10;Resultado Preliminar da Entrevista;08/12/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;11;Recurso contra o Resultado Preliminar da Entrevista;09/12/2025 e 10/12/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;12;Análise e resposta aos recursos;11/12/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;13;Resultado Final do Processo Seletivo;12/12/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;14;Convocação para realização do Exame Médico Ocupacional;15/12/2025 e 16/12/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Guamá-Tocantins;PA;88/2025;15;Data prevista para admissão;17/12/2025;1;https://agenciasus.org.br/shared-files/19540/?Anexos-do-Processo-Seletivo-Simplificado-no-88-2025-–-DSEI-Guama-Tocantins.pdf
DSEI Araguaia;MT;90/2025;1;Publicação do Edital;22/10/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;2;Impugnação ao Edital;23/10, 24/10 e 25/10;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;27/10/2025 a 04/11/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;4;Análise Curricular;05/11/2025 a 11/11/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;5;Resultado Preliminar da Análise Curricular;12/11/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;13/11/2025 e 14/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;7;Análise e resposta aos recursos;17/11/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;8;Resultado Final da Avaliação Curricular e Convocação para a Entrevista;18/11/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;9;Entrevistas;19/11, 21/11, 24/11 e 25/11;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;10;Resultado Preliminar da Entrevista;26/11/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;11;Recurso contra o Resultado Preliminar da Entrevista;27/11 e 28/11 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;12;Análise e resposta aos recursos;01/12/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;13;Resultado Final do Processo Seletivo;02/12/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;14;Convocação para realização do Exame Médico Ocupacional;03/12 a 05/12;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Araguaia;MT;90/2025;15;Data prevista para admissão;08/12/2025;1;https://agenciasus.org.br/shared-files/19340/?Edital-No-90-Retificacao-Anexos.pdf
DSEI Alagoas e Sergipe;AL;34/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Alagoas e Sergipe;AL;34/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32800/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-342026-–-DSEI-ALSE.pdf
DSEI Altamira;PA;39/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Altamira;PA;39/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32767/?Anexos-Altamira.pdf
DSEI Alto Rio Juruá;AC;40/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Juruá;AC;40/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32867/?Anexos-Alto-Rio-Jurua.pdf
DSEI Alto Rio Negro;AM;41/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Negro;AM;41/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32822/?anexos-arn.pdf
DSEI Alto Rio Purus;AC;42/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Purus;AC;42/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32772/?Anexos-do-Processo-Seletivo-Simplificado-Sanitarista-no-422026-–-DSEI-Alto-Rio-Purus.pdf
DSEI Alto Rio Solimões;AM;43/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;8;Período de Entrevistas;20 a 22/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;9;Resultado Preliminar das Entrevistas;23/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;10;Prazo para recursos referentes ao resultado preliminar das entrevistas;24/07 e 25/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;11;Análise e resposta aos recursos referentes ao resultado preliminar das entrevistas;27 e 28/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;12;Resultado final da Entrevista;29/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Alto Rio Solimões;AM;43/2026;13;Resultado final do Processo Seletivo;29/07;1;https://agenciasus.org.br/shared-files/32927/?Alto-Rio-Solimoes-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;1;Publicação do Edital;16/06/2026;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;2;Impugnação do Edital;17 a 19/06;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;23 a 28/06;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;4;Resultado Preliminar da Avaliação Documental e de Títulos;09/07;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;5;Prazo de recurso referente ao resultado preliminar da Avaliação Documental e de Títulos;10 e 11/07;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;6;Resultado Final da Avaliação Documental e de Títulos;16/07;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
DSEI Amapá e Norte do Pará;AP;44/2026;7;Convocação para a Entrevista;17/07;1;https://agenciasus.org.br/shared-files/32860/?Anexos-Amapa-e-Norte-do-Para-1.pdf
