Unidade;UF;Edital;Ordem;Atividade;Data;Pagina_PDF;Fonte_PDF
DSEI Alto Rio Solimões;AM;03/2025;6;Convocação para realização do Exame Médico Ocupacional;24/03/2025 a 28/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Alto Rio Solimões;AM;03/2025;7;Previsão para Admissão de Pessoal;31/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_03-2025-DSEI_Alto_Rio_Solimoes.pdf
DSEI Bahia;BA;95/2025;1;Publicação do Edital;10/11/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;2;Impugnação ao Edital;11/11/2025, 12/11/2025 e 13/11/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;14/11/2025 a 25/11/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;4;Análise Curricular;26/11/2025 a 03/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;5;Resultado Preliminar da Análise Curricular;05/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;06/12/2025 e 07/12/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;7;Análise e resposta aos recursos;08/12/2025 a 09/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;8;Resultado Final da Avaliação Curricular e Convocação para a Entrevista;10/12/2025 a 12/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;9;Entrevistas;15/12/2025 a 17/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;10;Resultado Preliminar da Entrevista;22/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;11;Recurso contra o Resultado Preliminar da Entrevista;23/12/2025 e 24/12/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;12;Análise e resposta aos recursos;29/12/2025 e 30/12/2025;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;13;Resultado Final do Processo Seletivo;05/01/2026;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;14;Convocação para realização do Exame Médico Ocupacional;06/01/2026 a 09/01/206;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Bahia;BA;95/2025;15;Data prevista para admissão;12/01/2026;1;https://agenciasus.org.br/shared-files/20125/?Edital-no-95-2-ANEXOS-DSEI-Bahia.pdf
DSEI Ceará;CE;72/2025;1;Publicação do Edital;10/10/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;2;Impugnação ao Edital;11/10, 12/10 e 13/10;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;14/10/2025 a 22/10/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;4;Análise Curricular;23/10/2025 a 29/10/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;5;Resultado Preliminar da Análise Curricular;30/10/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;31/10/2025 a 03/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;7;Análise e resposta aos recursos;04/11/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;8;Resultado Final da Avaliação Curricular e Convocação para a Entrevista;05/11, 06/11 e 07/11;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;9;Entrevistas;10/11 a 14/11;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;10;Resultado Preliminar da Entrevista;17/11/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;11;Recurso contra o Resultado Preliminar da Entrevista;18/11 a 19/11 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;12;Análise e resposta aos recursos;24/11 e 25/11;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;13;Resultado Final do Processo Seletivo;26/11/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;14;Convocação para realização do Exame Médico Ocupacional;27/11/ e 28/11;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Ceará;CE;72/2025;15;Data prevista para admissão;01/12/2025;1;https://agenciasus.org.br/shared-files/19105/?ANEXOS-DSEI-CEARA-1.pdf
DSEI Cuiabá;MT;03/2025;1;Período de inscrição;20/02/2025 às 18 horas à 28/02/2025 até às 17 horas.;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;2;Análise Curricular;10/03/2025 a 14/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;3;Divulgação do resultado provisório da análise curricular;17/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;4;Solicitação de recurso do resultado provisório (análise curricular);18/03/2025 a 19/03/2025 das 08h às 22h;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;5;Divulgação do resultado final do processo seletivo;20/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;6;Convocação para realização do Exame Médico Ocupacional;24/03/2025 a 28/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Cuiabá;MT;03/2025;7;Previsão para Admissão de Pessoal;31/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_05-2025-DSEICuiaba.pdf
DSEI Interior Sul;SC;83/2025;1;Publicação do Edital;10/11/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;2;Impugnação ao Edital;11/11, 12/11 e 13/11;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;14/11/2025 a 25/11/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;4;Análise Curricular;26/11/2025 a 03/12/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;5;Resultado Preliminar da Análise Curricular;05/12/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;06/12/2025 e 07/12/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;7;Análise e resposta aos recursos;08/12 a 09/12;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;8;Resultado Final da Avaliação Curricular e Convocação para a Entrevista;10/12/2025 a 12/12/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;9;Entrevistas;15/12 a 19/12/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;10;Resultado Preliminar da Entrevista;22/12/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;11;Recurso contra o Resultado Preliminar da Entrevista;23/12 e 24/12 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;12;Análise e resposta aos recursos;29/12/2025 e 30/12/2025;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;13;Resultado Final do Processo Seletivo;05/01/2026;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;14;Convocação para realização do Exame Médico Ocupacional;06/01/2026 a 09/01/206;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Interior Sul;SC;83/2025;15;Data prevista para admissão;12/01/2026;1;https://agenciasus.org.br/shared-files/20134/?Edital%20nº%2083%20–%202%20–%20ANEXOS.pdf
DSEI Kaiapó do Pará;PA;06/2025;1;Período de inscrição;20/02/2025 às 18 horas à 28/02/2025 até às 17 horas.;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;2;Análise Curricular;10/03/2025 a 14/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;3;Divulgação do resultado provisório da análise curricular;17/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;4;Solicitação de recurso do resultado provisório (análise curricular);18/03/2025 a 19/03/2025 das 08h às 22h;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;5;Divulgação do resultado final do processo seletivo;20/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;6;Convocação para realização do Exame Médico Ocupacional;24/03/2025 a 28/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Kaiapó do Pará;PA;06/2025;7;Previsão para Admissão de Pessoal;31/03/2025;7;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_06-2025-DSEI_Kaiapo_do_Para.pdf
DSEI Manaus;AM;70/2025;1;Publicação do Edital;10/10/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;2;Impugnação ao Edital;11/10, 12/10 e 13/10;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;14/10/2025 a 22/10/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;4;Análise Curricular;23/10/2025 a 27/10/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;5;Resultado Preliminar da Análise Curricular;28/10/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;6;Recurso contra o Resultado Preliminar da Análise Curricular;29/10/2025 e 30/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;7;Análise e resposta aos recursos;31/10/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;8;Resultado Final da Avaliação Curricular e Convocação para a Entrevista;03/11/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;9;Entrevistas;04/11 a 07/11;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;10;Resultado Preliminar da Entrevista;10/11/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;11;Recurso contra o Resultado Preliminar da Entrevista;11/11 a 12/11 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;12;Análise e resposta aos recursos;13/11 e 14/11;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;13;Resultado Final do Processo Seletivo;17/11/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;14;Convocação para realização do Exame Médico Ocupacional;18/11 e 19/11;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Manaus;AM;70/2025;15;Data prevista para admissão;21/11/2025;1;https://agenciasus.org.br/shared-files/19099/?ANEXOS-DSEI-MANAUS-1.pdf
DSEI Mato Grosso do Sul;MS;65/2025;1;Publicação do Edital;03/10/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;2;Impugnação do Edital;04/10, 05/10 e 06/10;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;07/10/2025 a 15/10/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;4;Análise Curricular;16/10/2025 a 24/10/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;5;Resultado Preliminar da Análise Curricular e Abertura do prazo de recurso;27/10/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;6;Análise dos recursos;28/10 a 29/10;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;7;Resultado Final da Avaliação Curricular e convocação para a Entrevista;30/10/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;8;Entrevistas;31/10, 03/11, 04/11, 05/11 e 06/11;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;9;Resultado Preliminar da Entrevista e abertura do prazo para recursos;07/11/2025 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;10;Análise e resposta aos recursos;10/11/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;11;Resultado final da Entrevista;11/11/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;12;Resultado final do Processo Seletivo;12/11/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;13;Data prevista para convocação para realização do Exame Médico Ocupacional;13/11/2025 e 14/11/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Mato Grosso do Sul;MS;65/2025;14;Data prevista para admissão;17/11/2025;1;https://agenciasus.org.br/shared-files/18168/?Edital-no-65-Anexos-DSEI-Mato-Grosso-do-Sul.pdf
DSEI Médio Rio Purus;AM;06/2026;1;Publicação do Edital;09/03/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;2;Impugnação ao Edital;10/03/2026, 11/03/2026 e 12/03/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;13/03/2026 a 23/03/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;4;Análise Curricular;24/03/2026 a 02/04/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;5;Resultado Preliminar da Análise Curricular;08/04/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;6;Recurso contra o Resultado Preliminar da Análise Curricular;09/04/2026 e 10/04/2026 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;7;Análise e resposta aos recursos;13/04/2026 a 17/04/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;8;Resultado Final da Avaliação Curricular;23/04/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;9;Convocação para a Entrevista;27/04/2026 a 30/04/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;10;Entrevistas;04/05/2026 a 15/05/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;11;Resultado Preliminar da Entrevista;20/05/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;12;Recurso contra o Resultado Preliminar da Entrevista;21/05/2026 a 22/05/2026 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;13;Análise e resposta aos recursos;25/05/2026 a 29/05/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;14;Resultado Final da Entrevista;03/06/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Médio Rio Purus;AM;06/2026;15;Resultado Final do Processo Seletivo;05/06/2026;1;https://agenciasus.org.br/shared-files/25541/?Anexos-do-Edital-de-Processo-Seletivo-Simplificado-No-062026-–-DSEI-Medio-Rio-Purus-Anexos-I-a-X.pdf
DSEI Parintins;AM;22/2026;1;Publicação do Edital;23/03/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;2;Impugnação do Edital;24/03/2026 a 26/03/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;27/03/2026 a 07/04/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;4;Análise Curricular;08/04/2026 a 17/04/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;5;Resultado Preliminar da Análise Curricular;23/04/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;6;Abertura do prazo de recurso;24/04/2026 e 27/04/2026 *Os recursos devem ser enviados das 9h às 18h (Horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;7;Análise dos recursos;28/04/2026 e 30/04/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;8;Resultado Final da Avaliação Curricular;05/05/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;9;Convocação para a Entrevista;06/05/2026 a 08/05/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;10;Entrevistas;11/05/2026 a 15/05/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;11;Resultado Preliminar da Entrevista;20/05/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;12;Prazo para recursos;21/05/2026 e 22/05/2026 *Os recursos devem ser enviados das 9h do dia 21/05 às 18h do dia 22/05 (horário de Brasília/DF);1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;13;Análise e resposta aos recursos;25/05/2026 a 28/05/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;14;Resultado final da Entrevista e Resultado final do Processo Seletivo;29/05/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;15;Convocação para Exame Admissional;01/06/2026 a 03/06/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Parintins;AM;22/2026;16;Data prevista para Admissão;08/06/2026;1;https://agenciasus.org.br/shared-files/26346/?Edital-No-22_2026-Anexos.pdf
DSEI Pernambuco;PE;73/2025;1;Publicação do Edital;10/10/2025;1;https://agenciasus.org.br/shared-files/19090/?ANEXOS-DSEI-PERNAMBUCO-1.pdf
DSEI Pernambuco;PE;73/2025;2;Impugnação ao Edital;11/10, 12/10 e 13/10;1;https://agenciasus.org.br/shared-files/19090/?ANEXOS-DSEI-PERNAMBUCO-1.pdf
DSEI Pernambuco;PE;73/2025;3;Período de inscrição e Envio dos Documentos Comprobatórios de Requisitos;14/10/2025 a 22/10/2025;1;https://agenciasus.org.br/shared-files/19090/?ANEXOS-DSEI-PERNAMBUCO-1.pdf
DSEI Pernambuco;PE;73/2025;4;Análise Curricular;23/10/2025 a 27/10/2025;1;https://agenciasus.org.br/shared-files/19090/?ANEXOS-DSEI-PERNAMBUCO-1.pdf
DSEI Pernambuco;PE;73/2025;5;Resultado Preliminar da Análise Curricular;28/10/2025;1;https://agenciasus.org.br/shared-files/19090/?ANEXOS-DSEI-PERNAMBUCO-1.pdf
