Unidade;UF;Edital;Cargo;Vagas;Ampla_Concorrencia;PcD;Pretos_Pardos;Indigenas;Quilombolas;PPIQ;Total;Lotacao;Outros;Formato;Pagina_PDF;Fonte_PDF
DSEI Vale do Javari;AM;09/2025;Apoiador Técnico de Saneamento;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Apoiador Técnico em Saúde;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Arquiteto e Urbanista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Assistente Social;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Biólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Auxiliar de Saúde Bucal (ASB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Enfermeiro;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Técnico de Edificações;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Engenheiro Civil;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Técnico de Enfermagem;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Engenheiro Eletricista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Técnico de Laboratório;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Engenheiro Sanitarista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Técnico de Saúde Bucal (TSB);CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Farmacêutico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Técnico Eletrotécnico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Fisioterapeuta;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Geólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Técnico em Nutrição Dietética;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Médico Veterinário;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Nutricionista;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Pedagogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Psicólogo;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Químico;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Supervisor de Saúde Ambiental;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vale do Javari;AM;09/2025;Terapeuta Ocupacional;CR;;;;;;;;;;borderless;8;https://agenciasus.org.br/wp-content/uploads/2025/02/Edital_n_09-2025-DSEI_Vale_do_Javari.pdf
DSEI Vilhena;RO;14/2026;Agente de Combate a Endemias (ACE);;CR;CR;;;;CR;;Aripuanã-MT;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Analista Técnico de Saúde Indígena;;CR;CR;;;;CR;;DSEI VILHENA - Sede;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Apoiador Técnico de Saneamento;;CR;CR;;;;CR;;DSEI VILHENA - Sede;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Apoiador Técnico em Saúde;;CR;CR;;;;CR;;DSEI VILHENA - Sede;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Assistente Administrativo;;CR;CR;;;;CR;;DSEI VILHENA - Sede;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Assistente Social 30h;;CR;CR;;;;CR;;Aripuanã-MT;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Cirurgião Dentista 40h;;CR;CR;;;;CR;;Aripuanã-MT;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Vilhena;RO;14/2026;Enfermeiro;;CR;CR;;;;CR;;DSEI VILHENA - Sede;;bordered;2;https://agenciasus.org.br/shared-files/24929/?ANEXOS-DSEI-VILHENA.pdf
DSEI Xavante;MT;15/2025;Analista Técnico de Saúde Indígena;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Analista Especializado de Saúde Indígena;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Antropólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Apoiador Técnico de Saneamento;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Apoiador Técnico em Saúde;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Arquiteto e Urbanista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Assistente Social;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Biólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Cirurgião Dentista (40h);;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Enfermeiro;;2;-;1;;;;3;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Engenheiro Civil;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Engenheiro Eletricista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Engenheiro Sanitarista;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Farmacêutico;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Fisioterapeuta;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Geólogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Médico (20h);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Médico (40h);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Médico Veterinário;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Nutricionista;;1;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Pedagogo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;15/2025;Psicólogo;;2;-;-;;;;2;;;bordered;2;https://agenciasus.org.br/wp-content/uploads/2025/06/ANEXOS-DSEI-XAVANTE-EDITAL-15_2025-1.pdf
DSEI Xavante;MT;68/2025;Assistente Social;;1 + CR;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Enfermeiro;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Farmacêutico;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Nutricionista;;2 + CR;-;1;;;;3;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Psicólogo;;1 + CR;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Supervisor de Saúde Ambiental;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Assistente Administrativo;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Auxiliar de Saúde Bucal (ASB);;1;-;1;;;;2;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Técnico de Edificações;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Técnico de Enfermagem;;1 + CR;-;-;;;;1;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Técnico de Saúde Bucal (TSB);;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Técnico Eletrotécnico;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xavante;MT;68/2025;Técnico em Saneamento e Controle Ambiental;;CR;-;-;;;;CR;;;bordered;2;https://agenciasus.org.br/shared-files/18176/?Edital-no-68-Anexos-DSEI-Xavante.pdf
DSEI Xingu;MT;89/2025;Analista Técnico de Saúde Indígena;;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Apoiador Técnico de Saneamento;;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Apoiador Técnico em Saúde;;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Assistente Social;;CR;-;;;;-;CR;;LOCALIDADE=CASAI CANARANA (CR) CASAI SINOP (CR) CASAI GAÚCHA DO NORTE (CR) CASAI QUERÊNCIA (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Cirurgião Dentista (40h);;1 + CR;-;;;;-;1 + CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (1+CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Enfermeiro;;3 + CR;1;;;;2 + CR;6 + CR;;LOCALIDADE=CASAI CANARANA (1+CR) CASAI SINOP (1+CR) CASAI GAÚCHA DO NORTE (1+CR) CASAI QUERÊNCIA (CR) ÁREA ABRANGÊNCIA DSEI XINGU (3+CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Engenheiro Civil;;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Farmacêutico;;CR;-;;;;-;CR;;LOCALIDADE=CASAI CANARANA (CR) CASAI SINOP (CR) CASAI GAÚCHA DO NORTE (CR) CASAI QUERÊNCIA (CR) ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Nutricionista;;1 + CR;-;;;;-;1 + CR;;LOCALIDADE=CASAI CANARANA (1+CR) CASAI SINOP (CR) CASAI GAÚCHA DO NORTE (CR) CASAI QUERÊNCIA (CR) ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Psicólogo;;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Supervisor de Saúde Ambiental;;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Auxiliar de Saúde Bucal (ASB);;CR;-;;;;-;CR;;LOCALIDADE=ÁREA ABRANGÊNCIA DSEI XINGU (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
DSEI Xingu;MT;89/2025;Técnico de Enfermagem;;1 + CR;-;;;;1 + CR;2 + CR;;LOCALIDADE=CASAI CANARANA (CR) CASAI SINOP (1+CR) CASAI GAÚCHA DO NORTE (CR);bordered;2;https://agenciasus.org.br/shared-files/19545/?Anexos-do-Processo-Seletivo-Simplificado-no-89-2025-–-DSEI-Xingu.pdf
